Cve_Ent,Cve_Mun,Value
10,16,285
10,17,298
10,18,314
10,19,95
10,20,788
10,21,621
10,22,679
10,23,473
10,24,124
10,25,669
10,26,20
10,27,34
10,28,25
10,29,752
10,30,51
10,31,784
10,32,764
10,33,235
10,34,453
10,35,105
10,36,899
10,37,364
10,38,221
10,39,103
11,1,877
11,2,725
11,3,188
11,4,791
11,5,73
11,6,508
11,7,555
11,8,274
11,9,575
11,10,802
11,11,802
11,12,230
11,13,677
11,14,247
11,15,765
11,16,241
11,17,721
11,18,496
11,19,499
11,20,844
11,21,318
11,22,571
11,23,96
11,24,700
11,25,145
11,26,147
11,27,823
11,28,347
11,29,533
11,30,562
11,31,782
11,32,167
11,33,559
11,34,487
11,35,491
11,36,366
11,37,291
11,38,407
11,39,830
11,40,235
11,41,777
11,42,934
11,43,584
11,44,797
11,45,120
11,46,754
12,1,512
12,2,93
12,3,537
12,4,531
12,5,450
12,6,624
12,7,843
12,8,915
12,9,146
12,10,142
12,11,402
12,12,98
12,13,785
12,14,587
12,15,863
12,16,252
12,17,961
12,18,704
12,19,399
12,20,173
12,21,227
12,22,652
12,23,911
12,24,286
12,25,245
12,26,146
12,27,340
12,28,843
12,29,503
12,30,68
12,31,875
12,32,525
12,33,507
12,34,409
12,35,447
12,36,344
12,37,216
12,38,647
12,39,576
12,40,846
12,41,995
12,42,874
12,43,144
12,44,822
12,45,155
12,46,756
12,47,788
12,48,508
12,49,497
12,50,910
12,51,72
12,52,844
12,53,308
12,54,449
12,55,674
12,56,60
12,57,923
12,58,496
12,59,470
12,60,388
12,61,945
12,62,991
12,63,760
12,64,470
12,65,509
12,66,645
12,67,447
12,68,266
12,69,482
12,70,27
12,71,175
12,72,60
12,73,37
12,74,297
12,75,616
12,76,405
12,77,941
12,78,211
12,79,214
12,80,427
12,81,669
13,1,201
13,2,997
13,3,740
13,4,833
13,5,28
13,6,514
13,7,363
13,8,23
13,9,482
13,10,484
13,11,74
13,12,979
13,13,456
13,14,641
13,15,248
13,16,525
13,17,86
13,18,97
13,19,685
13,20,626
13,21,832
13,22,104
13,23,205
13,24,211
13,25,76
13,26,884
13,27,846
13,28,492
13,29,354
13,30,660
13,31,791
13,32,661
13,33,510
13,34,781
13,35,574
13,36,201
13,37,577
13,38,617
13,39,262
13,40,539
13,41,127
13,42,529
13,43,782
13,44,179
13,45,199
13,46,194
13,47,782
13,48,450
13,49,659
13,50,163
13,51,252
13,52,955
13,53,409
13,54,349
13,55,484
13,56,837
13,57,730
13,58,177
13,59,540
13,60,297
13,61,722
13,62,195
13,63,643
13,64,217
13,65,570
13,66,767
13,67,216
13,68,673
13,69,342
13,70,690
13,71,653
13,72,324
13,73,415
13,74,804
13,75,745
13,76,197
13,77,783
13,78,683
13,79,182
13,80,270
13,81,572
13,82,682
13,83,985
13,84,443
14,1,760
14,2,461
14,3,992
14,4,297
14,5,267
14,6,668
14,7,668
14,8,946
14,9,811
14,10,644
14,11,21
14,12,793
14,13,288
14,14,548
14,15,829
14,16,922
14,17,376
14,18,157
14,19,601
14,20,793
14,21,485
14,22,759
14,23,659
14,24,669
14,25,728
14,26,17
14,27,821
14,28,433
14,29,103
14,30,487
14,31,958
14,32,822
14,33,661
14,34,520
14,35,926
14,36,102
14,37,308
14,38,467
14,39,774
14,40,319
14,41,300
14,42,934
14,43,576
14,44,748
14,45,873
14,46,182
14,47,594
14,48,384
14,49,427
14,50,451
14,51,793
14,52,954
14,53,752
14,54,752
14,55,49
14,56,563
14,57,60
14,58,611
14,59,229
14,60,631
14,61,270
14,62,293
14,63,202
14,64,948
14,65,336
14,66,317
14,67,722
14,68,450
14,69,461
14,70,510
14,71,818
14,72,179
14,73,523
14,74,136
14,75,138
14,76,934
14,77,942
14,78,624
14,79,96
14,80,296
14,81,494
14,82,863
14,83,785
14,84,451
14,85,640
14,86,740
14,87,919
14,88,336
14,89,589
14,90,758
14,91,874
14,92,210
14,93,180
14,94,970
14,95,381
14,96,183
14,97,506
14,98,631
14,99,174
14,100,140
14,101,419
14,102,702
14,103,459
14,104,679
14,105,993
14,106,749
14,107,910
14,108,649
14,109,732
14,110,22
14,111,651
14,112,707
14,113,934
14,114,18
14,115,182
14,116,865
14,117,741
14,118,62
14,119,116
14,120,595
14,121,404
14,122,739
14,123,173
14,124,392
14,125,963
15,1,953
15,2,329
15,3,567
15,4,434
15,5,401
15,6,525
15,7,459
15,8,83
15,9,335
15,10,231
15,11,990
15,12,998
15,13,807
15,14,324
15,15,677
15,16,594
15,17,631
15,18,640
15,19,545
15,20,492
15,21,881
15,22,676
15,23,232
15,24,897
15,25,224
15,26,779
15,27,134
15,28,388
15,29,27
15,30,227
15,31,359
15,32,332
15,33,749
15,34,181
15,35,879
15,36,880
15,37,49
15,38,625
15,39,880
15,40,824
15,41,926
15,42,475
15,43,778
15,44,370
15,45,923
15,46,575
15,47,620
15,48,481
15,49,81
15,50,533
15,51,162
15,52,235
15,53,86
15,54,408
15,55,835
15,56,115
15,57,602
15,58,680
15,59,651
15,60,659
15,61,16
15,62,628
15,63,824
15,64,438
15,65,432
15,66,250
15,67,985
15,68,339
15,69,139
15,70,101
15,71,471
15,72,593
15,73,626
15,74,420
15,75,518
15,76,296
15,77,970
15,78,13
15,79,556
15,80,494
15,81,893
15,82,853
15,83,519
15,84,599
15,85,734
15,86,331
15,87,402
15,88,681
15,89,660
15,90,279
15,91,558
15,92,648
15,93,756
15,94,842
15,95,96
15,96,612
15,97,60
15,98,184
15,99,955
15,100,403
15,101,169
15,102,903
15,103,711
15,104,819
15,105,470
15,106,71
15,107,1000
15,108,223
15,109,345
15,110,469
15,111,105
15,112,140
15,113,762
15,114,313
15,115,524
15,116,944
15,117,768
15,118,645
15,119,428
15,120,215
15,121,789
15,122,50
15,123,485
15,124,563
15,125,762
16,1,132
16,2,738
16,3,531
16,4,429
16,5,127
16,6,632
16,7,831
16,8,664
16,9,972
16,10,685
16,11,828
16,12,969
16,13,312
16,14,569
16,15,611
16,16,626
16,17,852
16,18,516
16,19,387
16,20,931
16,21,338
16,22,440
16,23,133
16,24,45
16,25,375
16,26,859
16,27,45
16,28,240
16,29,362
16,30,654
16,31,173
16,32,602
16,33,944
16,34,421
16,35,443
16,36,33
16,37,876
16,38,195
16,39,845
16,40,210
16,41,420
16,42,779
16,43,761
16,44,131
16,45,158
16,46,183
16,47,57
16,48,807
16,49,440
16,50,482
16,51,763
16,52,824
16,53,73
16,54,47
16,55,472
16,56,509
16,57,444
16,58,484
16,59,36
16,60,814
16,61,684
16,62,386
16,63,474
16,64,961
16,65,367
16,66,677
16,67,502
16,68,999
16,69,904
16,70,736
16,71,945
16,72,762
16,73,321
16,74,215
16,75,364
16,76,393
16,77,800
16,78,632
16,79,789
16,80,51
16,81,859
16,82,264
16,83,786
16,84,418
16,85,173
16,86,367
16,87,131
16,88,365
16,89,132
16,90,883
16,91,237
16,92,892
16,93,546
16,94,264
16,95,248
16,96,362
16,97,426
16,98,78
16,99,624
16,100,588
16,101,148
16,102,197
16,103,62
16,104,860
16,105,27
16,106,672
16,107,85
16,108,481
16,109,972
16,110,566
16,111,123
16,112,38
16,113,669
17,1,205
17,2,693
17,3,198
17,4,789
17,5,64
17,6,177
17,7,261
17,8,667
17,9,348
17,10,500
17,11,128
17,12,494
17,13,54
17,14,551
17,15,909
17,16,285
17,17,359
17,18,612
17,19,377
17,20,584
17,21,441
17,22,435
17,23,382
17,24,85
17,25,930
17,26,15
17,27,744
17,28,780
17,29,119
17,30,245
17,31,650
17,32,384
17,33,459
17,34,874
17,35,848
17,36,43
18,1,506
18,2,197
18,3,846
18,4,311
18,5,318
18,6,325
18,7,891
18,8,470
18,9,264
18,10,862
18,11,384
18,12,196
18,13,119
18,14,952
18,15,663
18,16,362
18,17,271
18,18,879
18,19,720
18,20,978
19,1,800
19,2,565
19,3,343
19,4,245
19,5,834
19,6,259
19,7,935
19,8,599
19,9,732
19,10,233
19,11,309
19,12,174
19,13,552
19,14,793
19,15,258
19,16,491
19,17,587
19,18,453
19,19,930
19,20,822
19,21,816
19,22,178
19,23,268
19,24,151
19,25,348
19,26,872
19,27,369
19,28,172
19,29,479
19,30,427
19,31,824
19,32,136
19,33,717
19,34,141
19,35,809
19,36,605
19,37,742
19,38,190
19,39,839
19,40,632
19,41,699
19,42,154
19,43,308
19,44,725
19,45,209
19,46,54
19,47,681
19,48,111
19,49,150
19,50,622
19,51,248
20,1,406
20,2,937
20,3,905
20,4,163
20,5,822
20,6,732
20,7,195
20,8,664
20,9,10
20,10,818
20,11,388
20,12,375
20,13,267
20,14,692
20,15,252
20,16,17
20,17,519
20,18,640
20,19,657
20,20,457
20,21,434
20,22,395
20,23,361
20,24,529
20,25,421
20,26,676
20,27,101
20,28,349
20,29,10
20,30,490
20,31,815
20,32,783
20,33,261
20,34,497
20,35,918
20,36,121
20,37,313
20,38,654
20,39,118
20,40,467
20,41,538
20,42,551
20,43,32
20,44,284
20,45,325
20,46,387
20,47,536
20,48,882
20,49,161
20,50,797
20,51,443
20,52,985
20,53,203
20,54,71
20,55,701
20,56,320
20,57,916
20,58,236
20,59,697
20,60,418
20,61,951
20,62,550
20,63,643
20,64,730
20,65,314
20,66,810
20,67,375
20,68,20
20,69,354
20,70,283
20,71,881
20,72,440
20,73,190
20,74,33
20,75,171
20,76,326
20,77,625
20,78,209
20,79,926
20,80,309
20,81,574
20,82,483
20,83,305
20,84,916
20,85,97
20,86,187
20,87,102
20,88,134
20,89,449
20,90,890
20,91,361
20,92,748
20,93,649
20,94,743
20,95,194
20,96,439
20,97,316
20,98,981
20,99,18
20,100,916
20,101,66
20,102,375
20,103,780
20,104,485
20,105,618
20,106,209
20,107,238
20,108,786
20,109,205
20,110,219
20,111,107
20,112,582
20,113,419
20,114,631
20,115,690
20,116,50
20,117,703
20,118,346
20,119,379
20,120,515
20,121,414
20,122,983
20,123,234
20,124,550
20,125,404
20,126,360
20,127,786
20,128,296
20,129,63
20,130,439
20,131,162
20,132,292
20,133,27
20,134,19
20,135,213
20,136,181
20,137,450
20,138,181
20,139,470
20,140,11
20,141,566
20,142,984
20,143,94
20,144,199
20,145,387
20,146,896
20,147,25
20,148,185
20,149,976
20,150,250
20,151,406
20,152,191
20,153,539
20,154,192
20,155,432
20,156,19
20,157,252
20,158,908
20,159,51
20,160,701
20,161,796
20,162,796
20,163,909
20,164,90
20,165,456
20,166,921
20,167,329
20,168,241
20,169,958
20,170,716
20,171,80
20,172,359
20,173,22
20,174,542
20,175,21
20,176,732
20,177,966
20,178,316
20,179,514
20,180,680
20,181,369
20,182,385
20,183,46
20,184,566
20,185,785
20,186,844
20,187,469
20,188,419
20,189,502
20,190,75
20,191,114
20,192,797
20,193,487
20,194,564
20,195,63
20,196,343
20,197,776
20,198,50
20,199,749
20,200,44
20,201,227
20,202,843
20,203,613
20,204,566
20,205,84
20,206,857
20,207,636
20,208,137
20,209,17
20,210,921
20,211,237
20,212,390
20,213,483
20,214,508
20,215,835
20,216,789
20,217,311
20,218,26
20,219,409
20,220,156
20,221,780
20,222,918
20,223,233
20,224,951
20,225,663
20,226,22
20,227,744
20,228,891
20,229,553
20,230,89
20,231,227
20,232,347
20,233,53
20,234,390
20,235,173
20,236,529
20,237,338
20,238,804
20,239,997
20,240,525
20,241,678
20,242,308
20,243,279
20,244,600
20,245,766
20,246,424
20,247,501
20,248,92
20,249,371
20,250,631
20,251,651
20,252,444
20,253,387
20,254,447
20,255,354
20,256,713
20,257,598
20,258,444
20,259,116
20,260,720
20,261,138
20,262,433
20,263,670
20,264,616
20,265,924
20,266,571
20,267,501
20,268,379
20,269,835
20,270,31
20,271,361
20,272,281
20,273,789
20,274,276
20,275,604
20,276,140
20,277,433
20,278,756
20,279,949
20,280,456
20,281,871
20,282,889
20,283,642
20,284,826
20,285,103
20,286,103
20,287,480
20,288,116
20,289,745
20,290,771
20,291,37
20,292,877
20,293,165
20,294,118
20,295,66
20,296,273
20,297,129
20,298,318
20,299,281
20,300,517
20,301,552
20,302,266
20,303,467
20,304,880
20,305,235
20,306,158
20,307,543
20,308,772
20,309,330
20,310,396
20,311,950
20,312,433
20,313,581
20,314,43
20,315,718
20,316,531
20,317,131
20,318,414
20,319,931
20,320,496
20,321,853
20,322,689
20,323,725
20,324,442
20,325,756
20,326,597
20,327,846
20,328,923
20,329,689
20,330,957
20,331,115
20,332,669
20,333,492
20,334,94
20,335,421
20,336,333
20,337,914
20,338,623
20,339,703
20,340,177
20,341,554
20,342,358
20,343,391
20,344,681
20,345,383
20,346,104
20,347,433
20,348,175
20,349,105
20,350,765
20,351,252
20,352,487
20,353,898
20,354,60
20,355,933
20,356,170
20,357,883
20,358,379
20,359,90
20,360,351
20,361,337
20,362,274
20,363,69
20,364,855
20,365,389
20,366,337
20,367,344
20,368,381
20,369,497
20,370,737
20,371,238
20,372,11
20,373,268
20,374,204
20,375,684
20,376,402
20,377,198
20,378,273
20,379,665
20,380,173
20,381,551
20,382,761
20,383,934
20,384,866
20,385,610
20,386,995
20,387,694
20,388,434
20,389,45
20,390,861
20,391,49
20,392,848
20,393,109
20,394,779
20,395,587
20,396,119
20,397,795
20,398,909
20,399,494
20,400,467
20,401,628
20,402,688
20,403,115
20,404,62
20,405,457
20,406,556
20,407,266
20,408,638
20,409,391
20,410,793
20,411,883
20,412,334
20,413,41
20,414,689
20,415,869
20,416,685
20,417,453
20,418,303
20,419,132
20,420,867
20,421,304
20,422,202
20,423,544
20,424,198
20,425,85
20,426,655
20,427,420
20,428,507
20,429,613
20,430,434
20,431,427
20,432,977
20,433,477
20,434,362
20,435,682
20,436,171
20,437,313
20,438,536
20,439,701
20,440,542
20,441,885
20,442,912
20,443,203
20,444,621
20,445,288
20,446,471
20,447,345
20,448,569
20,449,536
20,450,770
20,451,820
20,452,989
20,453,483
20,454,516
20,455,366
20,456,940
20,457,112
20,458,863
20,459,48
20,460,378
20,461,843
20,462,903
20,463,158
20,464,926
20,465,77
20,466,278
20,467,330
20,468,400
20,469,716
20,470,966
20,471,903
20,472,199
20,473,467
20,474,948
20,475,266
20,476,282
20,477,62
20,478,405
20,479,185
20,480,495
20,481,954
20,482,698
20,483,817
20,484,919
20,485,636
20,486,253
20,487,600
20,488,548
20,489,362
20,490,487
20,491,554
20,492,639
20,493,543
20,494,376
20,495,839
20,496,249
20,497,895
20,498,925
20,499,761
20,500,883
20,501,971
20,502,428
20,503,795
20,504,837
20,505,839
20,506,115
20,507,918
20,508,658
20,509,760
20,510,405
20,511,54
20,512,415
20,513,504
20,514,688
20,515,171
20,516,517
20,517,724
20,518,680
20,519,566
20,520,326
20,521,513
20,522,624
20,523,584
20,524,51
20,525,862
20,526,569
20,527,409
20,528,644
20,529,112
20,530,712
20,531,534
20,532,393
20,533,317
20,534,385
20,535,28
20,536,126
20,537,828
20,538,459
20,539,181
20,540,790
20,541,678
20,542,648
20,543,929
20,544,722
20,545,224
20,546,497
20,547,374
20,548,140
20,549,184
20,550,577
20,551,684
20,552,632
20,553,233
20,554,612
20,555,381
20,556,582
20,557,523
20,558,447
20,559,16
20,560,670
20,561,273
20,562,709
20,563,290
20,564,858
20,565,964
20,566,655
20,567,667
20,568,390
20,569,614
20,570,28
21,1,529
21,2,40
21,3,459
21,4,687
21,5,695
21,6,328
21,7,718
21,8,863
21,9,140
21,10,200
21,11,217
21,12,358
21,13,747
21,14,23
21,15,499
21,16,537
21,17,963
21,18,372
21,19,198
21,20,176
21,21,577
21,22,301
21,23,937
21,24,724
21,25,765
21,26,561
21,27,874
21,28,275
21,29,464
21,30,927
21,31,208
21,32,945
21,33,543
21,34,500
21,35,889
21,36,621
21,37,734
21,38,393
21,39,520
21,40,392
21,41,686
21,42,120
21,43,183
21,44,117
21,45,993
21,46,649
21,47,672
21,48,538
21,49,168
21,50,555
21,51,706
21,52,791
21,53,690
21,54,960
21,55,848
21,56,618
21,57,928
21,58,499
21,59,780
21,60,336
21,61,341
21,62,241
21,63,859
21,64,250
21,65,361
21,66,246
21,67,213
21,68,88
21,69,23
21,70,288
21,71,406
21,72,689
21,73,571
21,74,331
21,75,406
21,76,57
21,77,520
21,78,443
21,79,85
21,80,61
21,81,853
21,82,400
21,83,748
21,84,791
21,85,298
21,86,89
21,87,326
21,88,679
21,89,838
21,90,250
21,91,298
21,92,424
21,93,421
21,94,405
21,95,977
21,96,297
21,97,959
21,98,141
21,99,747
21,100,898
21,101,11
21,102,15
21,103,166
21,104,746
21,105,541
21,106,547
21,107,831
21,108,239
21,109,453
21,110,526
21,111,624
21,112,920
21,113,280
21,114,894
21,115,367
21,116,538
21,117,414
21,118,120
21,119,977
21,120,234
21,121,513
21,122,958
21,123,579
21,124,919
21,125,435
21,126,902
21,127,264
21,128,726
21,129,203
21,130,230
21,131,307
21,132,323
21,133,339
21,134,209
21,135,62
21,136,928
21,137,980
21,138,870
21,139,698
21,140,202
21,141,137
21,142,827
21,143,442
21,144,443
21,145,625
21,146,482
21,147,842
21,148,652
21,149,112
21,150,70
21,151,310
21,152,745
21,153,431
21,154,266
21,155,698
21,156,363
21,157,70
21,158,412
21,159,727
21,160,68
21,161,455
21,162,741
21,163,99
21,164,939
21,165,838
21,166,503
21,167,942
21,168,602
21,169,596
21,170,836
21,171,516
21,172,784
21,173,81
21,174,620
21,175,881
21,176,962
21,177,334
21,178,488
21,179,172
21,180,177
21,181,297
21,182,43
21,183,275
21,184,754
21,185,698
21,186,257
21,187,131
21,188,336
21,189,562
21,190,662
21,191,334
21,192,547
21,193,174
21,194,955
21,195,77
21,196,514
21,197,297
21,198,382
21,199,939
21,200,780
21,201,143
21,202,81
21,203,983
21,204,347
21,205,800
21,206,840
21,207,898
21,208,898
21,209,474
21,210,535
21,211,983
21,212,975
21,213,433
21,214,754
21,215,346
21,216,63
21,217,178
22,1,625
22,2,69
22,3,247
22,4,302
22,5,811
22,6,51
22,7,828
22,8,802
22,9,64
22,10,306
22,11,566
22,12,560
22,13,377
22,14,739
22,15,272
22,16,290
22,17,632
22,18,426
23,1,331
23,2,778
23,3,802
23,4,763
23,5,615
23,6,548
23,7,505
23,8,900
23,9,346
23,10,587
23,11,971
24,1,466
24,2,453
24,3,885
24,4,160
24,5,321
24,6,725
24,7,338
24,8,66
24,9,234
24,10,335
24,11,367
24,12,830
24,13,452
24,14,868
24,15,666
24,16,735
24,17,922
24,18,172
24,19,942
24,20,920
24,21,619
24,22,354
24,23,334
24,24,122
24,25,177
24,26,481
24,27,773
24,28,237
24,29,494
24,30,482
24,31,95
24,32,453
24,33,359
24,34,750
24,35,989
24,36,720
24,37,840
24,38,74
24,39,29
24,40,178
24,41,125
24,42,581
24,43,526
24,44,262
24,45,996
24,46,545
24,47,89
24,48,997
24,49,634
24,50,503
24,51,775
24,52,517
24,53,473
24,54,61
24,55,881
24,56,848
24,57,289
24,58,418
25,1,552
25,2,430
25,3,846
25,4,293
25,5,526
25,6,27
25,7,729
25,8,31
25,9,510
25,10,30
25,11,10
25,12,732
25,13,799
25,14,681
25,15,239
25,16,355
25,17,309
25,18,616
26,1,959
26,2,106
26,3,350
26,4,285
26,5,842
26,6,126
26,7,446
26,8,689
26,9,498
26,10,52
26,11,959
26,12,707
26,13,959
26,14,270
26,15,829
26,16,52
26,17,349
26,18,702
26,19,732
26,20,332
26,21,53
26,22,322
26,23,95
26,24,269
26,25,458
26,26,310
26,27,22
26,28,997
26,29,330
26,30,983
26,31,499
26,32,809
26,33,301
26,34,476
26,35,373
26,36,928
26,37,906
26,38,110
26,39,202
26,40,730
26,41,739
26,42,38
26,43,550
26,44,703
26,45,27
26,46,21
26,47,54
26,48,327
26,49,757
26,50,828
26,51,698
26,52,239
26,53,381
26,54,615
26,55,582
26,56,713
26,57,830
26,58,338
26,59,655
26,60,565
26,61,513
26,62,942
26,63,936
26,64,273
26,65,886
26,66,127
26,67,297
26,68,121
26,69,904
26,70,869
26,71,556
26,72,849
27,1,914
27,2,763
27,3,776
27,4,359
27,5,442
27,6,261
27,7,127
27,8,597
27,9,337
27,10,602
27,11,965
27,12,14
27,13,204
27,14,411
27,15,533
27,16,34
27,17,110
28,1,385
28,2,875
28,3,632
28,4,799
28,5,98
28,6,973
28,7,156
28,8,769
28,9,225
28,10,741
28,11,646
28,12,787
28,13,648
28,14,232
28,15,824
28,16,401
28,17,758
28,18,619
28,19,517
28,20,135
28,21,655
28,22,31
28,23,948
28,24,226
28,25,822
28,26,38
28,27,767
28,28,607
28,29,805
28,30,507
28,31,393
28,32,819
28,33,491
28,34,478
28,35,708
28,36,322
28,37,438
28,38,591
28,39,702
28,40,78
28,41,545
28,42,818
28,43,972
29,1,616
29,2,595
29,3,931
29,4,60
29,5,746
29,6,180
29,7,756
29,8,397
29,9,529
29,10,463
29,11,613
29,12,514
29,13,619
29,14,411
29,15,166
29,16,567
29,17,803
29,18,550
29,19,936
29,20,474
29,21,476
29,22,512
29,23,368
29,24,958
29,25,657
29,26,90
29,27,495
29,28,812
29,29,594
29,30,141
29,31,82
29,32,847
29,33,240
29,34,78
29,35,271
29,36,506
29,37,855
29,38,797
29,39,110
29,40,238
29,41,470
29,42,39
29,43,90
29,44,904
29,45,566
29,46,161
29,47,929
29,48,35
29,49,353
29,50,847
29,51,488
29,52,599
29,53,367
29,54,572
29,55,127
29,56,910
29,57,938
29,58,40
29,59,956
29,60,935
30,1,701
30,2,369
30,3,908
30,4,42
30,5,800
30,6,425
30,7,98
30,8,137
30,9,558
30,10,594
30,11,449
30,12,515
30,13,321
30,14,821
30,15,682
30,16,899
30,17,151
30,18,262
30,19,699
30,20,401
30,21,803
30,22,901
30,23,787
30,24,279
30,25,737
30,26,762
30,27,57
30,28,35
30,29,841
30,30,421
30,31,31
30,32,80
30,33,654
30,34,205
30,35,368
30,36,256
30,37,24
30,38,173
30,39,868
30,40,782
30,41,862
30,42,330
30,43,809
30,44,203
30,45,238
30,46,597
30,47,832
30,48,623
30,49,884
30,50,71
30,51,243
30,52,969
30,53,89
30,54,460
30,55,674
30,56,585
30,57,597
30,58,851
30,59,686
30,60,947
30,61,547
30,62,409
30,63,941
30,64,304
30,65,98
30,66,559
30,67,321
30,68,903
30,69,655
30,70,489
30,71,384
30,72,178
30,73,157
30,74,465
30,75,105
30,76,377
30,77,727
30,78,272
30,79,154
30,80,874
30,81,525
30,82,378
30,83,998
30,84,767
30,85,547
30,86,510
30,87,914
30,88,559
30,89,148
30,90,710
30,91,44
30,92,736
30,93,621
30,94,180
30,95,644
30,96,793
30,97,690
30,98,199
30,99,488
30,100,490
30,101,307
30,102,447
30,103,70
30,104,364
30,105,97
30,106,527
30,107,985
30,108,777
30,109,388
30,110,723
30,111,149
30,112,933
30,113,985
30,114,64
30,115,65
30,116,692
30,117,958
30,118,883
30,119,451
30,120,263
30,121,736
30,122,26
30,123,150
30,124,935
30,125,816
30,126,222
30,127,217
30,128,613
30,129,224
30,130,63
30,131,887
30,132,425
30,133,811
30,134,970
30,135,753
30,136,124
30,137,803
30,138,185
30,139,480
30,140,23
30,141,197
30,142,750
30,143,449
30,144,328
30,145,402
30,146,496
30,147,54
30,148,967
30,149,873
30,150,279
30,151,563
30,152,427
30,153,138
30,154,314
30,155,191
30,156,989
30,157,274
30,158,648
30,159,963
30,160,495
30,161,994
30,162,864
30,163,838
30,164,209
30,165,877
30,166,225
30,167,632
30,168,495
30,169,949
30,170,177
30,171,268
30,172,854
30,173,83
30,174,211
30,175,37
30,176,62
30,177,214
30,178,520
30,179,954
30,180,613
30,181,393
30,182,814
30,183,670
30,184,335
30,185,644
30,186,281
30,187,497
30,188,143
30,189,957
30,190,40
30,191,229
30,192,263
30,193,290
30,194,512
30,195,405
30,196,331
30,197,922
30,198,839
30,199,878
30,200,559
30,201,737
30,202,639
30,203,788
30,204,814
30,205,913
30,206,179
30,207,258
30,208,256
30,209,683
30,210,270
30,211,208
30,212,306
31,1,660
31,2,159
31,3,809
31,4,785
31,5,647
31,6,494
31,7,420
31,8,954
31,9,953
31,10,444
31,11,702
31,12,487
31,13,892
31,14,166
31,15,700
31,16,823
31,17,208
31,18,480
31,19,281
